class_group,hit_count,input_type,mask_name,pd,protocol,sir_name,split_definition,target_count,target_pfa,target_scope,target_sir_db,threshold_source
vehicle_like,1114,interfered,default,0.8869426751592356,A_clean_threshold,light,cfar_margin,1256,0.01,all,10.0,clean_validation_background
cyclist_like,81,interfered,default,0.48214285714285715,A_clean_threshold,light,cfar_margin,168,0.01,non_overlap_only,10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,light,cfar_margin,0,0.01,non_overlap_only,10.0,clean_validation_background
pedestrian_like,150,interfered,default,0.6437768240343348,A_clean_threshold,light,cfar_margin,233,0.01,non_overlap_only,10.0,clean_validation_background
vehicle_like,138,interfered,default,0.8313253012048193,A_clean_threshold,light,cfar_margin,166,0.01,non_overlap_only,10.0,clean_validation_background
cyclist_like,436,interfered,default,0.7182866556836903,A_clean_threshold,medium,cfar_margin,607,0.01,all,0.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,medium,cfar_margin,0,0.01,all,0.0,clean_validation_background
pedestrian_like,332,interfered,default,0.6217228464419475,A_clean_threshold,medium,cfar_margin,534,0.01,all,0.0,clean_validation_background
vehicle_like,1111,interfered,default,0.8845541401273885,A_clean_threshold,medium,cfar_margin,1256,0.01,all,0.0,clean_validation_background
cyclist_like,72,interfered,default,0.42857142857142855,A_clean_threshold,medium,cfar_margin,168,0.01,non_overlap_only,0.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,medium,cfar_margin,0,0.01,non_overlap_only,0.0,clean_validation_background
pedestrian_like,143,interfered,default,0.6137339055793991,A_clean_threshold,medium,cfar_margin,233,0.01,non_overlap_only,0.0,clean_validation_background
vehicle_like,136,interfered,default,0.8192771084337349,A_clean_threshold,medium,cfar_margin,166,0.01,non_overlap_only,0.0,clean_validation_background
cyclist_like,402,interfered,default,0.6622734761120264,A_clean_threshold,severe,cfar_margin,607,0.01,all,-10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,severe,cfar_margin,0,0.01,all,-10.0,clean_validation_background
pedestrian_like,310,interfered,default,0.5805243445692884,A_clean_threshold,severe,cfar_margin,534,0.01,all,-10.0,clean_validation_background
vehicle_like,1065,interfered,default,0.8479299363057324,A_clean_threshold,severe,cfar_margin,1256,0.01,all,-10.0,clean_validation_background
cyclist_like,49,interfered,default,0.2916666666666667,A_clean_threshold,severe,cfar_margin,168,0.01,non_overlap_only,-10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,severe,cfar_margin,0,0.01,non_overlap_only,-10.0,clean_validation_background
pedestrian_like,135,interfered,default,0.5793991416309013,A_clean_threshold,severe,cfar_margin,233,0.01,non_overlap_only,-10.0,clean_validation_background
vehicle_like,129,interfered,default,0.7771084337349398,A_clean_threshold,severe,cfar_margin,166,0.01,non_overlap_only,-10.0,clean_validation_background
cyclist_like,447,clean,default,0.7364085667215815,B_fixed_pfa_recalibrated,,cfar_margin,607,0.01,all,,input_specific_validation_background
motorbike_like,0,clean,default,,B_fixed_pfa_recalibrated,,cfar_margin,0,0.01,all,,input_specific_validation_background
pedestrian_like,349,clean,default,0.653558052434457,B_fixed_pfa_recalibrated,,cfar_margin,534,0.01,all,,input_specific_validation_background
vehicle_like,1114,clean,default,0.8869426751592356,B_fixed_pfa_recalibrated,,cfar_margin,1256,0.01,all,,input_specific_validation_background
cyclist_like,81,clean,default,0.48214285714285715,B_fixed_pfa_recalibrated,,cfar_margin,168,0.01,non_overlap_only,,input_specific_validation_background
motorbike_like,0,clean,default,,B_fixed_pfa_recalibrated,,cfar_margin,0,0.01,non_overlap_only,,input_specific_validation_background
pedestrian_like,151,clean,default,0.648068669527897,B_fixed_pfa_recalibrated,,cfar_margin,233,0.01,non_overlap_only,,input_specific_validation_background
vehicle_like,138,clean,default,0.8313253012048193,B_fixed_pfa_recalibrated,,cfar_margin,166,0.01,non_overlap_only,,input_specific_validation_background
cyclist_like,435,interfered,default,0.7166392092257001,B_fixed_pfa_recalibrated,light,cfar_margin,607,0.01,all,10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,light,cfar_margin,0,0.01,all,10.0,input_specific_validation_background
pedestrian_like,326,interfered,default,0.6104868913857678,B_fixed_pfa_recalibrated,light,cfar_margin,534,0.01,all,10.0,input_specific_validation_background
vehicle_like,1057,interfered,default,0.8415605095541401,B_fixed_pfa_recalibrated,light,cfar_margin,1256,0.01,all,10.0,input_specific_validation_background
cyclist_like,77,interfered,default,0.4583333333333333,B_fixed_pfa_recalibrated,light,cfar_margin,168,0.01,non_overlap_only,10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,light,cfar_margin,0,0.01,non_overlap_only,10.0,input_specific_validation_background
pedestrian_like,137,interfered,default,0.5879828326180258,B_fixed_pfa_recalibrated,light,cfar_margin,233,0.01,non_overlap_only,10.0,input_specific_validation_background
vehicle_like,134,interfered,default,0.8072289156626506,B_fixed_pfa_recalibrated,light,cfar_margin,166,0.01,non_overlap_only,10.0,input_specific_validation_background
cyclist_like,356,interfered,default,0.586490939044481,B_fixed_pfa_recalibrated,medium,cfar_margin,607,0.01,all,0.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,medium,cfar_margin,0,0.01,all,0.0,input_specific_validation_background
pedestrian_like,234,interfered,default,0.43820224719101125,B_fixed_pfa_recalibrated,medium,cfar_margin,534,0.01,all,0.0,input_specific_validation_background
vehicle_like,765,interfered,default,0.6090764331210191,B_fixed_pfa_recalibrated,medium,cfar_margin,1256,0.01,all,0.0,input_specific_validation_background
cyclist_like,46,interfered,default,0.27380952380952384,B_fixed_pfa_recalibrated,medium,cfar_margin,168,0.01,non_overlap_only,0.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,medium,cfar_margin,0,0.01,non_overlap_only,0.0,input_specific_validation_background
pedestrian_like,77,interfered,default,0.33047210300429186,B_fixed_pfa_recalibrated,medium,cfar_margin,233,0.01,non_overlap_only,0.0,input_specific_validation_background
vehicle_like,114,interfered,default,0.6867469879518072,B_fixed_pfa_recalibrated,medium,cfar_margin,166,0.01,non_overlap_only,0.0,input_specific_validation_background
cyclist_like,155,interfered,default,0.2553542009884679,B_fixed_pfa_recalibrated,severe,cfar_margin,607,0.01,all,-10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,severe,cfar_margin,0,0.01,all,-10.0,input_specific_validation_background
pedestrian_like,24,interfered,default,0.0449438202247191,B_fixed_pfa_recalibrated,severe,cfar_margin,534,0.01,all,-10.0,input_specific_validation_background
vehicle_like,417,interfered,default,0.3320063694267516,B_fixed_pfa_recalibrated,severe,cfar_margin,1256,0.01,all,-10.0,input_specific_validation_background
cyclist_like,18,interfered,default,0.10714285714285714,B_fixed_pfa_recalibrated,severe,cfar_margin,168,0.01,non_overlap_only,-10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,severe,cfar_margin,0,0.01,non_overlap_only,-10.0,input_specific_validation_background
pedestrian_like,3,interfered,default,0.012875536480686695,B_fixed_pfa_recalibrated,severe,cfar_margin,233,0.01,non_overlap_only,-10.0,input_specific_validation_background
vehicle_like,4,interfered,default,0.024096385542168676,B_fixed_pfa_recalibrated,severe,cfar_margin,166,0.01,non_overlap_only,-10.0,input_specific_validation_background
cyclist_like,392,clean,default,0.6457990115321252,A_clean_threshold,,cfar_margin,607,0.001,all,,clean_validation_background
motorbike_like,0,clean,default,,A_clean_threshold,,cfar_margin,0,0.001,all,,clean_validation_background
pedestrian_like,283,clean,default,0.5299625468164794,A_clean_threshold,,cfar_margin,534,0.001,all,,clean_validation_background
vehicle_like,848,clean,default,0.6751592356687898,A_clean_threshold,,cfar_margin,1256,0.001,all,,clean_validation_background
cyclist_like,62,clean,default,0.36904761904761907,A_clean_threshold,,cfar_margin,168,0.001,non_overlap_only,,clean_validation_background
motorbike_like,0,clean,default,,A_clean_threshold,,cfar_margin,0,0.001,non_overlap_only,,clean_validation_background
pedestrian_like,109,clean,default,0.4678111587982833,A_clean_threshold,,cfar_margin,233,0.001,non_overlap_only,,clean_validation_background
vehicle_like,125,clean,default,0.7530120481927711,A_clean_threshold,,cfar_margin,166,0.001,non_overlap_only,,clean_validation_background
cyclist_like,391,interfered,default,0.6441515650741351,A_clean_threshold,light,cfar_margin,607,0.001,all,10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,light,cfar_margin,0,0.001,all,10.0,clean_validation_background
pedestrian_like,282,interfered,default,0.5280898876404494,A_clean_threshold,light,cfar_margin,534,0.001,all,10.0,clean_validation_background
vehicle_like,848,interfered,default,0.6751592356687898,A_clean_threshold,light,cfar_margin,1256,0.001,all,10.0,clean_validation_background
cyclist_like,62,interfered,default,0.36904761904761907,A_clean_threshold,light,cfar_margin,168,0.001,non_overlap_only,10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,light,cfar_margin,0,0.001,non_overlap_only,10.0,clean_validation_background
pedestrian_like,108,interfered,default,0.463519313304721,A_clean_threshold,light,cfar_margin,233,0.001,non_overlap_only,10.0,clean_validation_background
vehicle_like,125,interfered,default,0.7530120481927711,A_clean_threshold,light,cfar_margin,166,0.001,non_overlap_only,10.0,clean_validation_background
cyclist_like,379,interfered,default,0.6243822075782537,A_clean_threshold,medium,cfar_margin,607,0.001,all,0.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,medium,cfar_margin,0,0.001,all,0.0,clean_validation_background
pedestrian_like,268,interfered,default,0.50187265917603,A_clean_threshold,medium,cfar_margin,534,0.001,all,0.0,clean_validation_background
vehicle_like,845,interfered,default,0.6727707006369427,A_clean_threshold,medium,cfar_margin,1256,0.001,all,0.0,clean_validation_background
cyclist_like,51,interfered,default,0.30357142857142855,A_clean_threshold,medium,cfar_margin,168,0.001,non_overlap_only,0.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,medium,cfar_margin,0,0.001,non_overlap_only,0.0,clean_validation_background
pedestrian_like,104,interfered,default,0.44635193133047213,A_clean_threshold,medium,cfar_margin,233,0.001,non_overlap_only,0.0,clean_validation_background
vehicle_like,123,interfered,default,0.7409638554216867,A_clean_threshold,medium,cfar_margin,166,0.001,non_overlap_only,0.0,clean_validation_background
cyclist_like,342,interfered,default,0.5634266886326195,A_clean_threshold,severe,cfar_margin,607,0.001,all,-10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,severe,cfar_margin,0,0.001,all,-10.0,clean_validation_background
pedestrian_like,240,interfered,default,0.449438202247191,A_clean_threshold,severe,cfar_margin,534,0.001,all,-10.0,clean_validation_background
vehicle_like,731,interfered,default,0.5820063694267515,A_clean_threshold,severe,cfar_margin,1256,0.001,all,-10.0,clean_validation_background
cyclist_like,33,interfered,default,0.19642857142857142,A_clean_threshold,severe,cfar_margin,168,0.001,non_overlap_only,-10.0,clean_validation_background
motorbike_like,0,interfered,default,,A_clean_threshold,severe,cfar_margin,0,0.001,non_overlap_only,-10.0,clean_validation_background
pedestrian_like,89,interfered,default,0.38197424892703863,A_clean_threshold,severe,cfar_margin,233,0.001,non_overlap_only,-10.0,clean_validation_background
vehicle_like,89,interfered,default,0.536144578313253,A_clean_threshold,severe,cfar_margin,166,0.001,non_overlap_only,-10.0,clean_validation_background
cyclist_like,392,clean,default,0.6457990115321252,B_fixed_pfa_recalibrated,,cfar_margin,607,0.001,all,,input_specific_validation_background
motorbike_like,0,clean,default,,B_fixed_pfa_recalibrated,,cfar_margin,0,0.001,all,,input_specific_validation_background
pedestrian_like,283,clean,default,0.5299625468164794,B_fixed_pfa_recalibrated,,cfar_margin,534,0.001,all,,input_specific_validation_background
vehicle_like,848,clean,default,0.6751592356687898,B_fixed_pfa_recalibrated,,cfar_margin,1256,0.001,all,,input_specific_validation_background
cyclist_like,62,clean,default,0.36904761904761907,B_fixed_pfa_recalibrated,,cfar_margin,168,0.001,non_overlap_only,,input_specific_validation_background
motorbike_like,0,clean,default,,B_fixed_pfa_recalibrated,,cfar_margin,0,0.001,non_overlap_only,,input_specific_validation_background
pedestrian_like,109,clean,default,0.4678111587982833,B_fixed_pfa_recalibrated,,cfar_margin,233,0.001,non_overlap_only,,input_specific_validation_background
vehicle_like,125,clean,default,0.7530120481927711,B_fixed_pfa_recalibrated,,cfar_margin,166,0.001,non_overlap_only,,input_specific_validation_background
cyclist_like,355,interfered,default,0.5848434925864909,B_fixed_pfa_recalibrated,light,cfar_margin,607,0.001,all,10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,light,cfar_margin,0,0.001,all,10.0,input_specific_validation_background
pedestrian_like,222,interfered,default,0.4157303370786517,B_fixed_pfa_recalibrated,light,cfar_margin,534,0.001,all,10.0,input_specific_validation_background
vehicle_like,660,interfered,default,0.5254777070063694,B_fixed_pfa_recalibrated,light,cfar_margin,1256,0.001,all,10.0,input_specific_validation_background
cyclist_like,54,interfered,default,0.32142857142857145,B_fixed_pfa_recalibrated,light,cfar_margin,168,0.001,non_overlap_only,10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,light,cfar_margin,0,0.001,non_overlap_only,10.0,input_specific_validation_background
pedestrian_like,66,interfered,default,0.2832618025751073,B_fixed_pfa_recalibrated,light,cfar_margin,233,0.001,non_overlap_only,10.0,input_specific_validation_background
vehicle_like,54,interfered,default,0.3253012048192771,B_fixed_pfa_recalibrated,light,cfar_margin,166,0.001,non_overlap_only,10.0,input_specific_validation_background
cyclist_like,139,interfered,default,0.22899505766062603,B_fixed_pfa_recalibrated,medium,cfar_margin,607,0.001,all,0.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,medium,cfar_margin,0,0.001,all,0.0,input_specific_validation_background
pedestrian_like,31,interfered,default,0.05805243445692884,B_fixed_pfa_recalibrated,medium,cfar_margin,534,0.001,all,0.0,input_specific_validation_background
vehicle_like,370,interfered,default,0.2945859872611465,B_fixed_pfa_recalibrated,medium,cfar_margin,1256,0.001,all,0.0,input_specific_validation_background
cyclist_like,22,interfered,default,0.13095238095238096,B_fixed_pfa_recalibrated,medium,cfar_margin,168,0.001,non_overlap_only,0.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,medium,cfar_margin,0,0.001,non_overlap_only,0.0,input_specific_validation_background
pedestrian_like,3,interfered,default,0.012875536480686695,B_fixed_pfa_recalibrated,medium,cfar_margin,233,0.001,non_overlap_only,0.0,input_specific_validation_background
vehicle_like,4,interfered,default,0.024096385542168676,B_fixed_pfa_recalibrated,medium,cfar_margin,166,0.001,non_overlap_only,0.0,input_specific_validation_background
cyclist_like,1,interfered,default,0.0016474464579901153,B_fixed_pfa_recalibrated,severe,cfar_margin,607,0.001,all,-10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,severe,cfar_margin,0,0.001,all,-10.0,input_specific_validation_background
pedestrian_like,0,interfered,default,0.0,B_fixed_pfa_recalibrated,severe,cfar_margin,534,0.001,all,-10.0,input_specific_validation_background
vehicle_like,1,interfered,default,0.0007961783439490446,B_fixed_pfa_recalibrated,severe,cfar_margin,1256,0.001,all,-10.0,input_specific_validation_background
cyclist_like,0,interfered,default,0.0,B_fixed_pfa_recalibrated,severe,cfar_margin,168,0.001,non_overlap_only,-10.0,input_specific_validation_background
motorbike_like,0,interfered,default,,B_fixed_pfa_recalibrated,severe,cfar_margin,0,0.001,non_overlap_only,-10.0,input_specific_validation_background
pedestrian_like,0,interfered,default,0.0,B_fixed_pfa_recalibrated,severe,cfar_margin,233,0.001,non_overlap_only,-10.0,input_specific_validation_background
vehicle_like,0,interfered,default,0.0,B_fixed_pfa_recalibrated,severe,cfar_margin,166,0.001,non_overlap_only,-10.0,input_specific_validation_background
